FileID,Emitter,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample,File Name
171849,221,216,11,2,2,3,3,1,328528,46039.wav
171852,216,221,11,2,2,3,3,1,680784,46040.wav
171853,211,208,12,2,2,3,3,1,328528,46041.wav
171854,211,208,9,2,2,3,3,1,320336,46042.wav
171856,211,208,9,2,2,3,3,1,344912,46043.wav
171858,216,208,12,2,2,3,3,1,549712,46044.wav
171859,216,208,12,2,2,3,3,1,320336,46045.wav
171862,-216,-211,4,2,2,3,3,1,426832,46046.wav
171870,-211,-208,12,2,2,3,3,1,320336,46047.wav
171871,-211,-208,12,2,2,3,3,1,353104,46048.wav
171874,216,0,12,2,2,2,3,1,779088,46049.wav
171875,-211,-216,12,2,2,3,3,1,1098576,46050.wav
171876,-231,-208,4,2,2,3,3,1,525136,46051.wav
171879,208,221,12,2,2,3,3,1,639824,46052.wav
171880,-208,-221,12,2,2,3,3,1,328528,46053.wav
171887,-208,-216,4,2,2,3,3,1,844624,46054.wav
171889,216,211,2,3,2,3,3,1,729936,46055.wav
171890,-216,-211,12,2,2,3,3,1,688976,46056.wav
171893,-231,-208,4,2,2,3,3,1,738128,46057.wav
171894,-216,-208,4,2,2,3,3,1,639824,46058.wav
171897,216,211,12,2,2,3,3,1,336720,46059.wav
171898,-211,-208,12,2,2,3,3,1,320336,46060.wav
171900,-208,-211,4,2,2,3,3,1,320336,46061.wav
171903,211,208,9,2,2,3,3,1,328528,46062.wav
171905,216,231,12,2,2,3,3,1,377680,46063.wav
171906,216,231,2,2,2,2,3,1,484176,46064.wav
171907,-211,-208,12,2,2,3,3,1,328528,46065.wav
171908,-211,-208,12,2,2,3,3,1,320336,46066.wav
171910,211,208,9,2,2,3,3,1,320336,46067.wav
171911,211,208,9,2,2,3,3,1,328528,46068.wav
171912,-211,-208,9,2,2,3,3,1,336720,46069.wav
171914,-216,-208,4,2,2,3,3,1,533328,46070.wav
171915,211,208,12,2,2,3,3,1,508752,46071.wav
171916,216,208,12,2,2,3,3,521420,697168,46072.wav
171922,-231,0,12,2,2,3,3,1,418640,46073.wav
171942,-208,-221,12,2,2,3,3,1,361296,46074.wav
171943,-221,-208,4,2,2,3,3,1,549712,46075.wav
171945,-211,-208,12,2,2,3,3,1,328528,46076.wav
171948,-211,-208,12,2,2,3,3,1,328528,46077.wav
171950,211,208,9,2,2,3,3,1,320336,46078.wav
171955,-221,-208,4,2,2,3,3,1,418640,46079.wav
171957,208,221,12,2,2,3,3,1,328528,46080.wav
171961,211,208,9,2,2,3,3,1,459600,46081.wav
171962,211,208,9,2,2,3,3,1,328528,46082.wav
171975,216,221,12,2,2,3,3,1,344912,46083.wav
171978,-231,-221,4,2,2,3,3,1,1155920,46084.wav
171980,211,208,12,2,2,3,3,1,361296,46085.wav
171994,0,0,12,0,0,0,0,1,328528,46086.wav
171998,-216,-221,4,2,2,3,3,1,500560,46087.wav
172005,-221,-211,4,2,2,3,3,1,320336,46088.wav
172006,-211,-208,12,2,2,3,3,1,336720,46089.wav
172009,-211,-208,12,2,2,3,3,1,729936,46090.wav
172010,211,208,12,2,2,3,3,1,320336,46091.wav
172011,-211,-208,12,2,2,3,3,1,926544,46092.wav
172013,211,208,4,2,2,3,3,1,770896,46093.wav
172014,-211,-208,4,2,2,3,3,1,508752,46094.wav
172015,-211,-208,12,2,2,3,3,1,353104,46095.wav
172016,-221,-231,12,2,2,3,3,1,320336,46096.wav
172017,-231,-221,12,2,2,3,3,1,443216,46097.wav
172018,231,221,12,2,2,3,3,1,590672,46098.wav
172021,-211,-221,12,2,2,3,3,1,328528,46099.wav
172024,231,221,12,2,2,3,3,1,353104,46100.wav
172025,231,221,12,2,2,3,3,1,533328,46101.wav
172027,231,221,12,2,2,3,3,1,820048,46102.wav
172029,-231,-221,4,2,2,3,3,1,975696,46103.wav
172031,-216,-221,12,2,2,3,3,1,328528,46104.wav
172033,-231,-208,4,2,2,3,3,1,648016,46105.wav
172037,-231,-208,4,2,2,3,3,1,418640,46106.wav
172038,-231,-208,4,2,2,3,3,1,353104,46107.wav
172042,231,208,12,2,2,3,3,1,541520,46108.wav
172049,216,231,12,2,2,3,3,1,336720,46109.wav
172050,-216,-231,12,2,2,3,3,1,320336,46110.wav
172063,221,231,12,2,2,3,3,1,426832,46111.wav
172065,231,208,12,2,2,3,3,1,942928,46112.wav
172067,-231,-211,4,2,2,3,3,1,320336,46113.wav
172070,-231,-208,4,2,2,3,3,1,705360,46114.wav
172071,216,221,12,2,2,3,3,1,443216,46115.wav
172072,216,221,12,2,2,3,3,1,328528,46116.wav
172073,-208,-211,4,2,2,3,3,1,607056,46117.wav
172074,-208,-211,4,2,2,3,3,1,459600,46118.wav
172077,211,208,12,2,2,3,3,1,328528,46119.wav
172079,211,208,12,2,2,2,3,1,418640,46120.wav
172080,-231,-211,4,2,2,3,3,1,443216,46121.wav
172083,231,221,12,2,2,3,3,1,582480,46122.wav
172084,-208,-211,4,2,2,3,3,1,336720,46123.wav
172086,-216,-231,9,2,2,3,3,1,590672,46124.wav
172087,-208,-211,4,2,2,3,3,1,475984,46125.wav
172089,231,221,12,2,2,3,3,1,435024,46126.wav
172093,-216,-231,9,2,2,3,3,1,492368,46127.wav
172095,-216,-231,9,2,2,3,3,1,500560,46128.wav
172097,216,231,9,2,2,3,3,1,328528,46129.wav
172098,231,221,12,2,2,3,3,1,648016,46130.wav
172154,-215,-207,3,2,2,3,2,1,328528,46131.wav
172173,-220,-210,11,2,2,3,3,1,394064,46132.wav
172177,-230,-220,3,2,2,3,3,1,320336,46133.wav
172183,-221,-231,0,2,2,3,3,1,377680,46134.wav
172194,207,230,11,3,3,3,3,1,344912,46135.wav
172196,-230,0,11,2,2,3,4,1,328528,46136.wav
172199,210,215,11,2,2,3,4,1,328528,46137.wav
172203,-220,-207,11,2,2,3,3,1,336720,46138.wav
172207,-220,-207,11,2,3,3,3,1,336720,46139.wav
172210,-231,-221,11,2,2,3,2,1,328528,46140.wav
172212,216,231,4,2,2,2,3,1,1024848,46141.wav
172213,-216,-231,4,2,2,3,3,335285,852816,46142.wav
172214,220,207,3,2,1,2,3,1,377680,46143.wav
172215,-208,-211,4,2,2,3,3,1,328528,46144.wav
172216,216,231,11,2,2,3,3,123421,787280,46145.wav
172233,-207,-230,11,1,2,0,0,1,361296,46146.wav
172234,230,207,11,2,1,3,2,1,336720,46147.wav
172235,-207,-210,3,2,2,3,3,1,320336,46148.wav
172245,-208,-231,11,2,2,3,2,1,582480,46149.wav
172247,-230,-207,11,2,1,3,2,1,410448,46150.wav
172255,-220,-207,11,2,2,3,3,1,320336,46151.wav
172256,-220,-215,11,2,2,3,2,1,385872,46152.wav
172257,-207,-215,11,2,2,2,2,1,394064,46153.wav
172259,-207,-215,11,3,3,3,2,1,394064,46154.wav
172270,-230,-220,3,2,2,3,2,1,328528,46155.wav
172278,-215,-207,11,2,2,2,3,1,443216,46156.wav
172279,-231,-216,0,2,2,3,3,1,598864,46157.wav
172280,-231,-216,0,2,2,3,3,1,328528,46158.wav
172281,-231,-216,0,2,2,3,3,1,435024,46159.wav
172283,-220,-210,11,2,2,3,3,1,729936,46160.wav
172284,-220,-210,11,2,2,3,4,1,320336,46161.wav
172299,-231,-208,7,2,2,3,3,1,369488,46162.wav
172300,-231,-208,11,2,2,3,3,1,336720,46163.wav
172311,-221,-231,11,2,2,3,3,1,664400,46164.wav
172313,-221,-231,11,2,2,3,3,1,844624,46165.wav
172316,-221,-231,11,2,2,3,3,1,541520,46166.wav
172317,-231,-208,10,2,2,3,3,1,328528,46167.wav
172319,-231,-208,10,2,2,3,3,1,467792,46168.wav
172320,-231,-216,4,3,2,3,3,1,615628,46169.wav
172320,-231,-216,4,2,2,3,2,1354898,3015504,46170.wav
172327,-216,-231,11,2,2,3,3,1,328528,46171.wav
172328,-208,-231,0,2,2,3,3,1,467792,46172.wav
172330,-208,-231,11,2,2,2,3,1,557904,46173.wav
172352,-221,-208,3,2,2,3,3,1,369488,46174.wav
172371,-216,-208,11,2,2,3,3,1,377680,46175.wav
172372,-216,-208,11,2,2,3,2,1,418640,46176.wav
172379,211,231,10,2,2,3,3,1,320336,46177.wav
172380,-211,-231,11,2,2,2,3,1,328528,46178.wav
172382,-216,-208,11,2,2,3,3,1,566096,46179.wav
172384,-216,-208,4,2,2,3,3,1,459600,46180.wav
172385,-216,-208,4,2,2,3,3,1,590672,46181.wav
172386,-216,-208,11,2,2,3,3,1,328528,46182.wav
172387,-216,-208,11,2,2,3,3,1,484176,46183.wav
172388,-216,-208,11,2,2,3,3,1,320336,46184.wav
172389,-216,-208,11,2,2,3,3,1,402256,46185.wav
172390,-216,-208,11,2,2,3,3,1,336720,46186.wav
172391,-216,-208,11,2,2,3,3,1,353104,46187.wav
172392,-216,-208,11,2,2,3,3,1,336720,46188.wav
172393,-221,-208,11,1,2,3,3,1,394064,46189.wav
172394,-221,-208,11,2,2,2,3,1,533328,46190.wav
172398,-221,-208,11,2,2,3,3,1,320336,46191.wav
172400,-211,-208,11,2,2,3,3,1,779088,46192.wav
172403,-211,-208,9,2,2,3,3,1,353104,46193.wav
172404,-211,-208,9,2,2,3,3,1,435024,46194.wav
172405,-211,-208,9,2,2,3,3,1,336720,46195.wav
172406,-211,-208,9,2,2,3,3,1,320336,46196.wav
172407,-211,-208,9,2,2,3,3,1,328528,46197.wav
172410,-211,-221,11,2,2,3,3,1,328528,46198.wav
172414,-211,-208,9,2,2,3,3,1,328528,46199.wav
172415,-211,-208,9,2,2,3,3,1,533328,46200.wav
172416,-211,-208,9,2,2,3,3,1,500560,46201.wav
172417,-211,-208,9,2,2,3,3,1,328528,46202.wav
172419,-211,-208,9,2,2,3,3,1,475984,46203.wav
172420,-211,-208,9,2,2,3,3,1,336720,46204.wav
172424,-211,-208,9,2,2,3,3,1,385872,46205.wav
172425,-211,-208,9,2,2,3,3,1,328528,46206.wav
172426,-211,-208,9,2,2,3,3,1,762704,46207.wav
172427,-211,-208,9,2,2,3,3,1,402256,46208.wav
172434,-211,-208,9,2,2,3,3,1,328528,46209.wav
172435,-211,-208,11,2,2,3,3,1,320336,46210.wav
172436,-211,-208,11,2,2,3,3,1,328528,46211.wav
172437,-211,-208,11,2,2,3,3,1,328528,46212.wav
172438,-211,-208,11,2,2,3,3,1,320336,46213.wav
172449,0,-211,11,2,2,3,2,1,664400,46214.wav
172451,-211,-208,11,2,2,3,3,1,320336,46215.wav
172452,-211,-208,11,2,2,4,4,1,656208,46216.wav
172454,-211,-208,11,3,3,2,3,1,328528,46217.wav
172458,-211,-208,11,0,3,3,2,1,328528,46218.wav
172463,-211,-208,11,3,3,3,2,1,475984,46219.wav
172465,-211,-208,11,1,2,3,2,1,779088,46220.wav
172526,-221,-208,11,2,2,3,3,1,320336,46221.wav
172527,-221,-208,11,2,2,2,2,1,361296,46222.wav
172528,-221,-208,11,2,1,2,3,1,328528,46223.wav
172529,-221,-208,11,1,2,2,2,1,320336,46224.wav
172530,-231,-208,11,2,3,4,2,1,648016,46225.wav
172531,-231,-208,11,2,1,3,2,1,402256,46226.wav
172533,-231,-208,11,2,2,3,3,1,361296,46227.wav
172535,-231,-221,11,2,2,3,2,1,361296,46228.wav
172536,-221,-231,11,2,1,2,2,282264,320336,46229.wav
172537,-221,-231,11,2,1,2,2,1,394064,46230.wav
172538,-221,-231,11,2,2,3,3,1,369488,46231.wav
172540,-221,-231,11,2,2,3,3,1,369488,46232.wav
172551,-216,-208,11,2,2,3,2,1,394064,46233.wav
172557,-231,-216,11,2,2,3,3,1,664400,46234.wav
172558,-231,-216,11,2,2,2,3,1,607056,46235.wav
172563,-231,-216,11,2,2,2,2,1,1221456,46236.wav
172564,216,231,12,2,2,3,3,1,508752,46237.wav
172565,-216,-231,12,2,2,3,3,1,320336,46238.wav
172566,216,231,12,2,2,3,3,1,328528,46239.wav
172568,-216,-231,7,2,2,3,3,1,980656,46240.wav
172569,-216,-231,11,2,2,4,3,1,951120,46241.wav
172571,-216,-231,11,2,1,4,2,1,615248,46242.wav
172572,-208,-211,11,2,2,3,3,1,500560,46243.wav
172573,-208,-211,4,2,2,3,3,1,377680,46244.wav
172574,-208,-211,11,2,2,3,3,1,369488,46245.wav
172575,-221,-216,11,2,3,3,3,1,1106768,46246.wav
172585,-211,-208,11,2,2,3,3,1,328528,46247.wav
172587,216,208,11,2,2,3,3,1,336720,46248.wav
172588,-211,-208,11,2,2,3,3,1,336720,46249.wav
172589,231,211,12,2,2,3,3,1,320336,46250.wav
172591,231,208,12,2,2,3,3,1,320336,46251.wav
172594,-231,-208,11,1,1,2,3,1,328528,46252.wav
172595,-216,-221,11,2,2,3,3,1,328528,46253.wav
172599,-211,-208,11,2,2,3,2,1,320336,46254.wav
172605,-216,-208,12,2,2,3,3,1,75656,46255.wav
172605,216,208,12,2,2,2,3,75657,500560,46256.wav
172606,231,208,12,2,2,3,3,1,112728,46257.wav
172606,-231,-208,12,2,2,3,3,112729,762704,46258.wav
172607,221,208,12,2,2,3,3,1,328528,46259.wav
172608,216,208,2,2,2,3,3,1,361296,46260.wav
172609,-216,-208,4,2,2,3,3,1,811856,46261.wav
172611,-221,-208,12,2,2,3,3,1,729936,46262.wav
172613,-216,-208,12,2,2,3,3,1,410448,46263.wav
172614,-216,-208,12,2,2,3,3,1,320336,46264.wav
172615,-216,-221,12,2,2,4,3,1,951120,46265.wav
172620,216,221,12,2,2,3,3,1,328528,46266.wav
172622,-216,-221,4,2,2,3,3,337739,552449,46267.wav
172623,-231,-208,12,2,2,3,3,1,533328,46268.wav
172624,-231,-208,12,2,2,3,3,1,385872,46269.wav
172627,-216,-208,12,2,2,3,3,1,328528,46270.wav
172628,-216,-221,12,2,2,3,3,1,533328,46271.wav
172638,216,208,2,0,0,3,3,1,418640,46272.wav
172639,-216,-208,2,2,2,3,3,1,435024,46273.wav
172640,-216,-221,12,2,2,3,3,1,705360,46274.wav
172641,-216,-221,4,2,2,3,3,1,435024,46275.wav
172642,216,221,12,2,2,3,3,1,320336,46276.wav
172643,231,208,12,2,2,3,3,1,328528,46277.wav
172644,216,221,12,2,2,3,3,1,525136,46278.wav
172645,-216,-221,4,2,2,3,3,1,713552,46279.wav
172647,-231,-208,10,2,2,3,3,1,320336,46280.wav
172648,231,221,5,2,2,3,3,1,320336,46281.wav
172650,-231,-221,12,2,2,3,3,1,124571,46282.wav
172651,231,208,2,2,2,2,3,1,336720,46283.wav
172660,-211,-221,11,2,2,3,3,1,410448,46284.wav
172661,-211,-221,5,2,2,3,3,1,336720,46285.wav
172662,-211,-221,11,2,2,3,3,1,320336,46286.wav
172663,-231,-221,12,2,2,3,3,1,426832,46287.wav
172670,-211,-221,5,2,2,3,3,173632,582480,46288.wav
172671,-211,-221,5,2,2,3,3,1,336720,46289.wav
172673,231,221,5,2,2,3,3,1,574288,46290.wav
172676,-231,-208,12,2,2,3,3,1,86080,46291.wav
172676,-231,-221,12,2,2,3,3,86081,262190,46292.wav
172676,231,221,12,2,2,3,3,262191,738128,46293.wav
172677,231,208,12,2,2,3,3,1,435024,46294.wav
172678,-231,-221,11,1,2,3,3,1,444334,46295.wav
172678,231,221,11,2,2,3,3,444335,1262416,46296.wav
172679,-221,-211,12,2,2,3,3,1,336720,46297.wav
172681,-208,-221,12,2,2,3,3,1,369488,46298.wav
172682,-221,-208,12,2,2,3,3,1,795472,46299.wav
172683,208,221,12,2,2,3,3,1,320336,46300.wav
172684,-208,-221,12,2,2,3,3,1,680784,46301.wav
172687,-211,-221,9,2,2,3,3,1,336720,46302.wav
172688,-208,-221,12,2,2,3,3,1,639824,46303.wav
172689,-208,-221,4,2,2,3,3,1,83668,46304.wav
172691,216,221,12,2,2,3,3,1,336720,46305.wav
172694,-216,-231,12,2,2,3,3,1,435024,46306.wav
172695,216,208,12,2,2,3,3,1,803664,46307.wav
172699,-216,-208,12,2,2,3,3,1,416941,46308.wav
172699,216,208,12,2,2,3,3,416942,729936,46309.wav
172701,-216,-221,12,2,2,3,3,1,475984,46310.wav
172705,216,221,12,2,2,3,3,1,328528,46311.wav
172707,231,221,12,2,2,3,3,1,320336,46312.wav
172708,-221,-231,12,2,2,3,3,1,320336,46313.wav
172709,-231,-221,12,2,2,3,3,1,428945,46314.wav
172709,231,221,12,2,2,3,3,428946,738128,46315.wav
172718,-231,-221,12,2,2,3,3,1,385872,46316.wav
172719,211,208,12,2,2,3,3,1,320336,46317.wav
172721,211,208,12,2,2,3,3,1,320336,46318.wav
172722,216,208,12,2,2,3,3,1,607056,46319.wav
172723,-211,-208,12,2,2,3,3,1,566096,46320.wav
172724,-211,-208,12,2,2,3,3,1,549712,46321.wav
172725,211,208,12,2,2,3,3,1,328528,46322.wav
172726,-211,-208,12,2,2,3,3,1,328528,46323.wav
172727,-211,-208,12,2,2,3,3,1,328528,46324.wav
172728,-216,-208,2,2,2,3,3,1,435024,46325.wav
172730,-208,-231,11,2,2,3,3,295098,975696,46326.wav
172733,-216,-208,12,2,2,3,3,1,451408,46327.wav
172734,216,208,12,2,2,3,3,78571,623440,46328.wav
172735,211,208,12,2,2,3,3,1,353104,46329.wav
172738,-231,-208,12,2,2,3,3,1,104258,46330.wav
172738,231,208,12,2,2,3,3,104259,508752,46331.wav
172739,-216,-221,4,2,2,3,3,1,672592,46332.wav
172741,-208,-216,12,2,2,3,3,1,410448,46333.wav
172742,-211,-221,12,2,2,3,3,1,320336,46334.wav
172745,-208,-221,12,2,2,3,3,1,328528,46335.wav
172746,-231,-221,12,2,2,3,3,1,361296,46336.wav
172749,216,231,12,2,2,3,3,1,656208,46337.wav
172750,-216,-231,12,2,2,3,3,1,1090384,46338.wav
172751,216,231,12,2,2,3,3,1,353104,46339.wav
172752,216,231,12,2,2,3,3,1,320336,46340.wav
172753,216,231,12,2,2,3,3,1,328528,46341.wav
172755,-208,-216,12,2,2,3,3,1,336720,46342.wav
172756,216,208,2,2,2,3,3,1,500560,46343.wav
172757,231,208,2,2,2,3,3,1,336720,46344.wav
172760,-231,-221,4,2,2,3,3,1,787280,46345.wav
172761,-231,-221,12,2,2,3,3,210414,836432,46346.wav
172767,-216,-208,7,2,2,3,3,1,361296,46347.wav
172781,231,221,5,2,2,3,3,1,475984,46348.wav
172782,231,221,12,2,2,3,3,1,459600,46349.wav
172783,-231,-221,5,2,2,3,3,1,779088,46350.wav
172784,-231,-221,11,2,2,3,3,1,410448,46351.wav
172785,216,221,12,2,2,3,3,1,328528,46352.wav
172786,-231,-221,12,2,2,3,3,1,754512,46353.wav
172787,-231,-221,12,2,2,3,3,1,361296,46354.wav
172793,-231,-221,11,2,2,3,3,1,426832,46355.wav
172797,-231,-208,12,2,2,3,3,1,103509,46356.wav
172797,-231,-216,12,2,2,3,3,103510,598864,46357.wav
172799,-231,-211,12,2,2,3,3,1,336720,46358.wav
172801,231,221,5,2,2,3,3,1,639824,46359.wav
172804,-231,-221,2,2,2,3,3,1,566096,46360.wav
172808,-231,-208,2,2,2,3,3,1,492368,46361.wav
172813,-231,-221,12,2,2,3,3,1,344912,46362.wav
172814,-216,-221,12,2,2,3,3,1,320336,46363.wav
172815,216,208,2,2,2,3,1,1,320336,46364.wav
172816,216,208,5,2,2,3,3,1,328528,46365.wav
172819,216,221,12,2,2,3,3,1,328528,46366.wav
172821,-216,-208,12,2,2,4,3,1,394064,46367.wav
172824,-211,-208,11,2,2,3,3,1,377680,46368.wav
172825,211,208,11,2,2,3,3,1,328528,46369.wav
172826,-216,-208,11,2,2,3,3,1,738128,46370.wav
172832,-216,-208,11,2,2,3,2,1,459600,46371.wav
172873,-231,-208,11,2,1,3,2,1,500560,46372.wav
172874,-231,-208,11,2,2,4,2,1,336720,46373.wav
172885,-207,-215,0,2,2,3,3,1,328528,46374.wav
172886,-207,-215,0,2,2,3,3,1,336720,46375.wav
172888,-216,-211,11,3,2,4,3,1,369488,46376.wav
172889,-207,-215,0,2,2,3,3,1,541520,46377.wav
172890,-207,-215,0,2,2,3,3,1,320336,46378.wav
172894,-216,-231,3,0,0,3,3,1,320336,46379.wav
172896,-216,-208,11,2,1,3,3,1,361296,46380.wav
172902,208,221,11,2,2,2,3,1,320336,46381.wav
172903,230,0,6,2,0,3,0,1,533328,46382.wav
172904,0,0,6,0,0,0,0,1,353104,46383.wav
172911,-216,-221,3,2,2,3,3,1,328528,46384.wav
172913,-216,-221,3,2,2,3,2,1,336720,46385.wav
172914,-216,-231,10,2,2,2,3,1,385872,46386.wav
172915,-216,-221,3,2,2,4,3,1,328528,46387.wav
172916,-216,-221,3,2,2,4,3,1,320336,46388.wav
172921,-231,-208,11,3,2,2,3,456832,951120,46389.wav
172923,-231,-208,10,2,2,3,3,1,385872,46390.wav
172925,-211,-208,11,2,2,3,3,1,320336,46391.wav
172926,-211,-208,10,2,2,3,3,1,320336,46392.wav
172927,-211,0,3,2,2,3,3,1,320336,46393.wav
172929,231,208,11,2,2,3,3,1,344912,46394.wav
172936,-231,-208,11,1,2,2,2,1,336720,46395.wav
172937,0,0,6,0,0,0,0,1,320336,46396.wav
172938,-216,-208,11,1,2,3,2,1,320336,46397.wav
172944,-208,-231,12,2,2,3,3,1,402256,46398.wav
172950,-208,-211,12,2,2,3,4,1,500560,46399.wav
172951,-208,0,11,2,1,3,2,1,328528,46400.wav
172952,-231,-208,12,2,2,4,3,1,607056,46401.wav
172953,-231,-208,11,2,3,4,3,1,377680,46402.wav
172965,-208,-231,11,2,2,3,3,1,402256,46403.wav
172974,-216,-208,11,2,2,4,3,1,328528,46404.wav
172975,-231,-208,11,2,2,3,3,1,361296,46405.wav
172976,-231,-216,11,2,2,3,3,1,320336,46406.wav
172977,-216,-231,11,2,2,2,3,1,320336,46407.wav
172978,211,208,11,3,3,3,3,1,328528,46408.wav
172980,-210,-215,11,2,2,2,4,1,328528,46409.wav
172983,231,208,11,2,2,2,3,1,484176,46410.wav
172984,-216,-208,3,2,2,3,3,1,320336,46411.wav
172985,-216,-208,3,2,2,4,4,1,344912,46412.wav
172987,-216,-208,3,3,3,3,3,1,320336,46413.wav
172988,-216,-208,3,2,2,3,3,1,328528,46414.wav
172989,-216,-231,11,2,3,2,3,1,656208,46415.wav
172993,-215,-230,11,1,2,2,2,1,402256,46416.wav
172995,-210,-207,11,2,2,3,3,1,443216,46417.wav
172998,-210,-207,11,2,2,3,3,1,516944,46418.wav
172999,-231,-208,11,2,2,3,3,1,344912,46419.wav
173003,-231,-208,3,2,2,3,3,1,451408,46420.wav
173007,-216,-208,11,2,2,2,3,1,516944,46421.wav
173009,208,216,5,2,2,3,3,1,328528,46422.wav
173011,-216,-221,11,2,2,3,3,1,328528,46423.wav
173013,-216,-231,11,2,2,3,3,1,328528,46424.wav
173014,-231,-208,11,2,3,3,4,1,484176,46425.wav
173026,216,231,10,2,2,3,3,1,746320,46426.wav
173028,231,221,11,2,2,3,3,1,385872,46427.wav
173030,-231,-221,11,2,2,3,2,1,369488,46428.wav
173031,231,216,11,2,2,3,3,1,336720,46429.wav
173034,231,208,11,2,2,3,3,1,451408,46430.wav
173036,-221,-216,11,2,2,3,2,1,467792,46431.wav
173040,-216,-231,11,2,2,3,3,1,328528,46432.wav
173041,-231,-208,11,3,2,3,3,1,467792,46433.wav
173054,-211,-208,11,2,2,3,2,1,418640,46434.wav
173067,221,0,12,2,2,3,3,1,353104,46435.wav
173071,-216,-221,12,2,2,3,3,1,328528,46436.wav
173073,211,221,12,2,2,3,3,1,688976,46437.wav
173074,-211,-208,12,2,2,3,3,1,328528,46438.wav
173075,-211,-208,12,2,2,3,3,1,328528,46439.wav
173076,-231,-216,12,2,2,3,3,1,328528,46440.wav
173091,-231,-208,12,2,2,3,3,1,418640,46441.wav
173093,-211,-221,12,2,2,3,3,1,385872,46442.wav
173094,-211,-221,12,2,2,3,3,1,746320,46443.wav
173095,-211,-221,12,2,2,3,3,1,328528,46444.wav
173096,-211,-221,12,2,2,2,2,1,934736,46445.wav
173097,-231,-208,12,2,2,3,3,1,1327952,46446.wav
173098,-231,-208,12,2,2,2,3,1,320336,46447.wav
173100,-231,-208,11,2,2,3,3,1,377680,46448.wav
173101,-231,-208,11,2,2,3,2,1,402256,46449.wav
173105,-211,-208,3,2,2,3,3,1,320336,46450.wav
173108,-211,-216,0,2,2,3,3,1,696652,46451.wav
173108,-231,-216,0,2,2,3,3,696653,713552,46452.wav
173110,-231,-216,0,2,2,3,3,1,361296,46453.wav
173111,-231,-216,0,2,2,3,3,1,394064,46454.wav
173112,-231,-208,11,2,2,3,3,1,418640,46455.wav
173152,-221,-208,11,3,3,2,3,1,672592,46456.wav
173158,-221,-208,4,2,2,3,3,1,623440,46457.wav
173159,-221,-208,4,2,2,2,3,1,377680,46458.wav
173195,216,231,11,2,2,2,4,1,361296,46459.wav
173198,216,208,12,2,2,3,3,1,328528,46460.wav
173199,216,231,12,2,3,3,3,1,336720,46461.wav
173205,-211,-208,12,2,2,3,3,1,369488,46462.wav
173206,-211,-208,12,2,2,3,3,1,328528,46463.wav
173207,-211,-208,12,2,2,3,3,1,467792,46464.wav
173209,-211,-208,12,2,2,3,3,1,557904,46465.wav
173212,-231,-208,12,2,2,3,3,1,607056,46466.wav
173213,-231,-221,12,2,2,3,3,1,344912,46467.wav
173214,231,208,12,2,2,3,3,1,582480,46468.wav
173215,-216,-208,12,2,2,3,3,1,298454,46469.wav
173220,216,208,12,2,2,3,3,1,344912,46470.wav
173223,-211,-208,12,2,2,3,3,1,257172,46471.wav
173223,-211,-231,12,2,2,3,3,257173,672592,46472.wav
173224,231,208,12,2,2,3,3,1,336720,46473.wav
173227,-211,-208,12,2,2,3,3,1,320336,46474.wav
173228,-211,-208,12,2,2,3,3,1,320336,46475.wav
173229,-211,-208,12,2,2,3,3,1,861008,46476.wav
173230,-216,-208,4,2,2,3,3,224053,754512,46477.wav
173238,216,231,2,2,2,3,3,1,336720,46478.wav
173239,216,231,2,2,2,3,3,1,328528,46479.wav
173243,-211,-208,12,2,2,3,3,1,320336,46480.wav
173246,-211,-216,12,2,2,3,3,1,369488,46481.wav
173247,-211,-216,12,2,2,3,3,1,369488,46482.wav
173248,-211,-216,12,2,2,3,3,1,516944,46483.wav
173249,-211,-216,12,2,2,3,3,1,353104,46484.wav
173250,-211,-216,12,2,2,3,3,1,394064,46485.wav
173251,-211,-216,12,2,2,3,3,1,344912,46486.wav
173253,-231,-208,12,2,2,3,3,224146,680784,46487.wav
173254,231,221,12,2,2,3,3,1,385872,46488.wav
173255,-231,-208,4,2,2,3,3,1,910160,46489.wav
173256,231,208,12,2,2,3,2,1,516944,46490.wav
173257,-211,-221,11,0,0,2,3,1,664400,46491.wav
173259,-211,-208,12,2,2,3,3,1,451408,46492.wav
173260,-211,-208,12,2,2,3,3,571463,1074000,46493.wav
173262,-211,-208,12,2,2,3,3,1,475984,46494.wav
173263,-211,-208,12,2,2,3,3,1,320336,46495.wav
173267,231,208,12,2,2,3,3,1,525136,46496.wav
173283,-216,-231,12,2,2,3,3,1,320336,46497.wav
173304,-216,-211,12,2,2,3,3,1,426832,46498.wav
173315,-231,-208,12,2,2,3,3,1,451408,46499.wav
173321,-231,-208,12,2,2,3,3,1,180843,46500.wav
173322,231,208,12,3,2,2,3,1,328528,46501.wav
173323,-231,-208,12,2,2,2,3,1,1475408,46502.wav
173324,-231,-211,12,3,2,3,3,1,320336,46503.wav
173327,216,211,12,2,2,3,3,1,426832,46504.wav
173328,216,211,12,2,2,3,3,1,102559,46505.wav
173328,216,208,12,2,2,4,3,102560,475984,46506.wav
173329,211,208,12,2,2,3,3,1,320336,46507.wav
173331,-216,-211,12,2,2,3,3,1,451408,46508.wav
173332,-211,-216,12,2,2,3,3,1,844624,46509.wav
