Emitter,File Name,FileID,Addressee,Context,Emitter pre-vocalization action,Addressee pre-vocalization action,Emitter post-vocalization action,Addressee post-vocalization action,Start sample,End sample
111,16050.wav,64261,120,11,3,2,4,3,1,328528
231,47559.wav,176170,211,12,2,2,3,3,1,336720
228,16550.wav,65723,233,3,2,2,3,3,1,247886
211,85841.wav,268795,208,12,2,2,3,3,1,451408
211,84249.wav,265350,231,12,2,2,3,3,1,328528
231,43996.wav,167686,221,11,2,2,3,3,1,516944
216,48780.wav,179592,231,5,2,2,3,3,1,320336
216,80611.wav,257384,0,12,2,2,3,3,1,377680
230,80099.wav,256192,220,5,2,2,3,3,1,320336
211,48890.wav,179800,208,12,2,2,3,3,1,320336
111,21078.wav,79738,228,2,2,2,4,3,1,410448
230,40257.wav,156978,207,11,2,2,4,2,1,328528
216,42681.wav,162784,221,12,2,2,3,3,1,328528
228,16041.wav,64247,233,11,2,3,2,2,1,484176
210,71581.wav,236601,207,9,2,2,3,3,1,369488
231,54500.wav,196313,221,12,2,2,3,3,1,394064
228,16209.wav,64592,233,11,3,2,4,2,1,508752
230,78059.wav,250336,220,9,2,2,3,3,1,328528
216,76626.wav,247249,231,12,2,2,3,3,1,328528
216,49690.wav,182618,231,12,2,2,3,3,1,320336
211,85990.wav,269114,208,10,2,2,3,3,1,508752
210,81347.wav,259962,230,11,2,2,3,3,1,369488
211,32031.wav,125662,0,6,1,0,3,0,1,590672
211,55576.wav,198492,0,11,2,2,3,3,1,328528
230,87092.wav,271051,207,12,2,2,3,3,1,353104
211,29045.wav,110868,205,6,2,3,3,4,83812,721744
226,24954.wav,93652,233,11,2,1,3,3,1,459600
211,84308.wav,265440,220,12,2,2,3,3,1,639824
211,80719.wav,257662,0,3,2,2,3,3,1,353104
220,38771.wav,150642,0,6,1,0,3,0,1,344912
231,64513.wav,222956,208,12,2,2,3,3,1,377680
111,6101.wav,30343,0,6,2,0,4,0,1,459600
220,77932.wav,249877,210,3,2,2,3,3,1,402256
210,71324.wav,236020,207,12,2,2,3,3,1,344912
228,19718.wav,73965,233,11,1,2,4,3,1,779088
228,25673.wav,96208,233,12,2,2,3,3,1,262736
211,65438.wav,225569,208,11,2,2,3,3,1,336720
210,68893.wav,231878,207,11,2,2,3,3,1,328528
226,37340.wav,144797,233,11,3,2,4,3,1,672592
230,86126.wav,269328,221,12,2,2,3,3,1,320336
220,75414.wav,245559,207,12,2,2,3,3,1,181623
230,78946.wav,252362,207,12,2,2,3,3,376775,995276
231,56694.wav,200359,208,12,2,2,3,3,1,385872
231,47042.wav,174923,208,12,2,2,3,3,1,336720
230,82678.wav,262639,221,12,2,2,3,3,1,320336
231,42287.wav,162106,221,12,2,2,3,3,1,623440
211,78913.wav,252313,216,12,2,2,3,3,1,320336
210,45555.wav,170530,207,12,2,2,3,3,1,410448
231,58859.wav,208406,208,12,2,2,3,3,1,451408
231,82484.wav,262250,208,2,2,2,3,3,1,410448
111,29556.wav,112943,0,3,2,2,2,3,1,484176
226,26523.wav,98558,233,3,2,3,3,3,1,959312
211,71798.wav,237121,208,12,2,2,3,3,1,320336
230,81081.wav,258914,221,11,2,2,3,3,1,508752
216,82778.wav,262754,230,11,2,2,3,3,1,336720
231,49179.wav,180936,208,12,2,2,3,3,1,394064
216,30781.wav,121400,213,11,2,1,2,3,1,320336
231,50360.wav,184699,211,3,2,2,3,3,1,336720
230,66734.wav,227759,207,12,2,2,3,3,1,361296
216,45942.wav,171375,221,12,2,2,3,3,1,320336
211,27030.wav,101136,205,6,3,2,3,3,1,344912
220,67637.wav,229261,207,12,2,2,3,3,1,320336
111,7610.wav,34776,0,6,3,2,3,3,1,1139536
216,71065.wav,235577,221,12,2,2,3,3,1,729936
211,54565.wav,196468,208,12,2,2,3,3,1,369488
211,25427.wav,95215,0,6,2,0,3,0,140718,207648
228,20280.wav,76153,233,11,2,1,3,4,1,664400
216,76088.wav,246498,231,11,2,3,4,3,1,443216
216,90828.wav,292104,221,12,2,2,3,3,1,336720
216,34763.wav,134381,228,11,3,2,2,3,1,680784
230,88865.wav,273977,221,2,2,2,3,3,1,320336
228,25117.wav,94154,233,11,2,2,3,3,1,183900
210,76165.wav,246597,220,12,2,2,3,3,1,328528
211,47706.wav,176543,231,12,2,2,3,3,178410,672592
230,59347.wav,209192,207,12,2,2,3,3,1,320336
210,51662.wav,187778,215,12,2,2,3,3,1,336720
228,20010.wav,75061,233,4,2,2,3,3,1,1934160
228,22220.wav,85088,233,11,2,1,2,3,1,320336
231,55941.wav,199060,208,12,2,2,3,3,1,242539
226,31039.wav,122984,233,11,2,3,3,4,1,377680
231,47859.wav,177052,208,12,2,2,3,3,1,320336
228,37364.wav,144927,233,9,2,2,3,3,1,320336
230,72229.wav,238146,207,12,2,2,3,3,1,361296
231,46293.wav,172676,221,12,2,2,3,3,262191,738128
230,38224.wav,148496,0,6,3,0,2,0,1,410448
216,84514.wav,265816,221,9,2,2,3,3,1,328528
216,76243.wav,246691,208,12,2,2,3,3,1,394064
230,71517.wav,236445,220,12,2,2,3,3,1,418640
216,29554.wav,112936,226,6,2,2,3,3,1,344912
230,75905.wav,246258,207,12,2,2,3,3,1,516944
216,41545.wav,160035,231,11,2,2,4,3,1,353104
226,20436.wav,76741,233,11,2,2,3,3,1,377680
211,29647.wav,113239,205,6,2,2,4,3,1,320336
211,27188.wav,102672,0,6,2,0,2,0,1,344912
220,66700.wav,227719,207,12,2,2,3,3,1,328528
231,54004.wav,195452,208,12,2,2,3,3,1,770896
226,27048.wav,101418,233,11,2,2,3,3,1,361296
230,77759.wav,249550,207,12,2,2,3,3,1,328528
230,71901.wav,237367,215,12,2,2,3,3,1,598864
211,85110.wav,267261,208,12,2,2,3,3,1,459600
231,49053.wav,180372,0,12,2,2,3,3,1,344912
226,25291.wav,94450,233,11,2,1,4,3,1,729936
230,58929.wav,208505,207,12,2,2,3,3,1,361296
228,14301.wav,61077,233,11,2,2,3,3,284711,697168
211,85810.wav,268760,208,12,2,2,3,3,1,336720
231,43552.wav,166973,221,11,2,3,3,3,1,328528
226,37469.wav,145252,233,11,2,2,3,3,782748,811856
216,64083.wav,221169,208,10,2,2,4,3,1,320336
210,86324.wav,269595,221,2,2,2,3,3,1,328528
226,27649.wav,106601,233,9,2,2,3,3,1,1217240
230,69060.wav,232118,220,5,2,2,3,3,1,516944
226,37812.wav,146476,213,3,2,2,3,3,1,385872
216,73319.wav,241629,221,12,2,2,3,3,1,435024
228,15935.wav,64068,233,12,2,2,3,3,1,852816
211,53069.wav,192383,0,12,2,2,3,3,50899,631632
211,45287.wav,169956,208,12,2,2,3,3,1,320336
210,74820.wav,244436,215,2,2,2,3,3,1,336720
211,76999.wav,247799,208,12,2,2,3,3,1,394064
230,85445.wav,268080,221,9,2,2,3,3,301364,328528
228,27160.wav,102294,233,11,2,1,2,3,1,623440
230,65601.wav,225811,207,12,2,2,3,3,1,328528
216,35095.wav,135026,233,11,2,3,2,3,1,942928
231,49721.wav,182670,208,12,2,2,3,3,1,672592
216,16652.wav,66639,214,11,2,2,3,2,283817,328316
111,26911.wav,100216,233,11,2,2,2,3,1,541520
230,54207.wav,195795,207,12,2,2,3,3,253692,574288
210,69706.wav,233068,207,12,2,2,3,3,1,443216
231,88149.wav,272802,208,12,2,2,3,3,1,320336
231,46541.wav,173381,221,12,2,2,3,3,116492,508752
216,89750.wav,287150,207,11,2,2,3,3,1,1352528
231,80512.wav,257082,208,12,2,2,3,3,1,615248
230,66025.wav,226435,220,12,2,2,3,3,1,320336
228,18834.wav,72375,233,11,2,2,4,3,1,942928
210,51723.wav,188142,207,12,2,2,3,3,1,353104
228,19624.wav,73741,233,11,2,1,2,3,1,1246032
228,26891.wav,100134,233,3,2,3,2,2,1,435024
220,75713.wav,246051,207,7,2,2,3,3,1,320336
231,40349.wav,157247,221,11,2,2,3,3,1,516944
211,25383.wav,95043,205,3,2,2,3,3,1,336720
230,74706.wav,244254,207,12,2,2,3,3,1,607056
230,85312.wav,267826,221,2,2,2,3,3,1,435024
231,56664.wav,200319,221,12,2,2,3,3,1,836432
216,63314.wav,219348,231,12,2,2,3,3,1,320336
226,36095.wav,139547,233,11,2,2,3,3,1,877392
231,43140.wav,166048,208,5,2,2,3,3,1,729936
228,26437.wav,98221,233,12,2,2,3,4,108660,811856
228,29715.wav,114103,233,11,2,2,3,3,1,263798
231,68826.wav,231724,208,12,2,2,3,3,114251,615248
210,78677.wav,251934,207,11,2,2,3,3,1,344912
211,28576.wav,109662,0,6,2,0,3,0,1,320336
228,15618.wav,63433,233,10,2,2,3,4,90709,803664
231,77585.wav,249210,208,11,2,2,3,3,1,320336
216,89919.wav,288051,207,12,2,2,3,3,1,328528
228,22463.wav,85525,233,10,2,2,3,3,1,574288
216,64815.wav,223506,231,12,2,2,3,3,1,361296
210,70992.wav,235457,215,7,2,2,3,3,1,328528
230,84728.wav,266274,0,11,2,3,3,3,1,320336
230,77823.wav,249670,207,12,2,2,3,3,1,353104
216,85011.wav,267116,221,12,2,2,3,3,1,410448
230,65817.wav,226077,215,12,2,2,3,3,1,590672
228,27194.wav,102707,233,11,2,1,2,3,1,361296
210,72004.wav,237634,230,12,2,2,3,3,1,328528
111,15547.wav,63286,228,11,2,3,3,3,1,328528
230,68088.wav,230363,207,11,2,2,3,3,1,828240
216,68816.wav,231707,221,12,2,2,3,3,1,631632
231,56623.wav,200269,208,12,2,2,3,3,1,336720
226,33168.wav,129998,213,11,2,2,3,3,1,508752
226,29695.wav,114022,233,11,2,2,3,3,1,484176
226,17931.wav,69978,233,11,2,2,3,3,713104,2032464
111,31257.wav,123400,216,11,2,2,3,3,1,336720
220,88383.wav,273145,208,11,2,2,3,3,1,320336
220,69717.wav,233080,207,12,2,2,3,3,1,328528
228,23252.wav,88123,233,11,2,2,3,3,1,244822
231,54722.wav,196834,208,11,2,2,3,3,1,353104
228,26237.wav,97746,233,11,1,2,3,3,1,1639248
230,39121.wav,152681,207,11,1,2,2,3,1,328528
226,25382.wav,95027,233,10,2,2,3,3,1,377680
211,46668.wav,173610,231,12,2,2,3,3,1,320336
211,90266.wav,289639,221,12,2,2,3,3,1,353104
220,71771.wav,237070,207,12,2,2,3,3,1,320336
230,83775.wav,264535,221,12,2,2,3,3,708697,1442640
111,7546.wav,34614,0,6,3,3,3,3,1,328528
216,61211.wav,212699,221,12,2,2,3,3,1,459600
226,35285.wav,135385,233,11,2,2,4,3,1,1336144
216,46505.wav,173328,211,12,2,2,3,3,1,102559
211,84785.wav,266517,0,12,2,2,3,3,1,467792
231,47177.wav,175184,208,12,2,2,3,3,1,344912
230,69642.wav,232986,210,12,2,2,3,3,1,861008
111,25647.wav,96160,216,12,2,2,3,3,1,410448
228,31679.wav,124796,233,11,2,2,3,3,1,418640
231,46770.wav,174155,208,12,2,2,3,3,1,410448
228,34404.wav,133517,233,3,2,2,3,3,1,224613
210,83423.wav,263845,221,11,2,2,3,3,379693,631632
230,62562.wav,215453,207,12,2,2,3,3,1,369488
226,27080.wav,101811,233,11,2,2,3,3,1,336720
231,77913.wav,249842,0,12,2,2,3,3,1,320336
230,37105.wav,143747,232,0,0,0,0,0,1,320336
230,86654.wav,270206,207,12,2,2,3,3,1,394064
216,58578.wav,207845,211,12,2,2,3,3,1,328528
211,48491.wav,178794,221,12,2,2,3,3,1,320336
210,82450.wav,262196,221,12,2,2,3,3,1,377680
210,77482.wav,248988,207,12,2,2,3,3,1,328528
111,5493.wav,27986,0,11,2,2,3,3,1,525136
211,75529.wav,245724,208,12,2,2,3,3,1,402256
211,71170.wav,235739,231,12,2,2,3,3,1,320336
220,74819.wav,244435,230,2,2,2,3,3,1,328528
216,31672.wav,124788,233,11,3,3,2,4,1,467792
231,80287.wav,256758,221,12,2,2,3,3,1,328528
231,45877.wav,171214,221,12,2,2,3,3,1,861008
111,9621.wav,41674,0,11,2,2,4,3,1,582480
230,73970.wav,243069,220,12,2,2,3,3,1,81965
228,14744.wav,61836,233,12,2,2,3,3,179234,598864
216,59134.wav,208879,221,12,2,2,3,3,1,328528
211,33018.wav,129095,218,11,2,2,2,3,1,1033040
230,41624.wav,160148,215,12,2,2,3,3,1,336720
211,41330.wav,159568,208,12,2,2,3,3,1,320336
231,48525.wav,178869,221,12,2,2,3,3,1,410448
111,20141.wav,75699,228,11,2,1,3,2,1,508752
230,78934.wav,252347,215,2,2,2,3,3,271665,363891
226,33693.wav,130988,233,11,2,2,4,3,1,811856
220,38107.wav,147940,0,6,2,0,3,0,1,361296
220,75939.wav,246307,215,3,3,2,3,3,1,328528
111,17724.wav,69523,233,11,2,1,2,3,1,836432
231,71898.wav,237356,208,12,2,2,3,3,1,500560
226,25689.wav,96231,233,11,2,2,3,4,1,828240
228,20050.wav,75167,233,12,2,2,3,3,1,328528
220,24844.wav,93470,224,6,0,0,0,0,1,328528
216,46752.wav,174108,231,12,2,2,3,3,1,336720
231,41777.wav,160390,0,12,2,2,3,3,1,336720
211,68590.wav,231395,221,12,2,2,3,3,1,320336
211,37233.wav,144372,0,6,3,0,4,0,1,336720
226,18584.wav,71712,233,10,2,2,3,3,1,385872
226,15589.wav,63368,233,11,2,1,3,3,1,1663824
210,44681.wav,168847,215,12,2,2,3,3,1,320336
210,80912.wav,258101,207,12,2,2,3,3,1,1024848
228,24767.wav,93328,233,11,2,2,3,3,1,426832
230,71524.wav,236455,220,7,2,2,3,3,1,320336
231,45923.wav,171318,0,12,2,2,3,3,1,377680
230,69555.wav,232883,207,12,2,2,3,3,1,574288
216,90831.wav,292110,221,12,2,2,3,3,1,402256
226,24431.wav,91632,233,12,2,2,3,4,1,467792
226,16273.wav,64734,228,11,2,3,3,3,1,344912
231,42246.wav,162035,221,2,2,2,3,3,1,435024
216,55159.wav,197647,208,12,2,2,3,3,1,320336
231,49850.wav,183061,208,11,2,2,3,3,1,451408
230,84467.wav,265735,221,11,2,2,3,3,1,664400
231,74467.wav,243823,208,12,2,2,3,3,1,648016
210,52889.wav,191990,207,12,2,2,3,3,1,320336
111,5727.wav,28894,0,6,3,3,3,3,1,336720
226,25026.wav,93907,233,11,1,2,3,3,1,623440
210,84572.wav,265916,207,12,2,2,3,3,1,336720
231,49176.wav,180932,208,12,2,2,3,3,1,656208
216,49708.wav,182639,231,12,2,2,3,3,1,328528
231,76422.wav,246928,208,12,2,2,3,3,1,320336
216,46920.wav,174503,231,12,2,2,3,3,1,328528
216,64732.wav,223334,221,12,2,2,3,3,1,320336
226,34674.wav,134226,233,11,2,2,3,3,1,394064
231,42890.wav,164370,221,12,2,2,3,3,1,377680
216,74872.wav,244517,211,12,2,2,3,3,1,320336
216,58695.wav,208134,221,12,2,2,3,3,1,336720
226,17693.wav,69417,233,11,1,2,4,3,1,697168
231,56761.wav,200463,208,12,2,2,3,3,1,344912
230,70718.wav,234959,207,10,0,0,3,3,1,901968
211,69464.wav,232720,221,12,2,2,3,3,1,320336
111,37224.wav,144351,233,11,2,1,2,3,1,1049424
230,39737.wav,155432,207,12,2,2,3,3,1,320336
211,23166.wav,87814,0,6,2,0,3,0,1,320336
226,29271.wav,111817,233,10,2,2,3,3,1,549712
230,38083.wav,147525,0,6,2,0,3,0,1,353104
231,78502.wav,251479,208,12,2,2,3,3,1,418640
211,57309.wav,201373,208,12,2,2,3,3,1,328528
230,71835.wav,237208,207,2,2,2,3,3,1,648016
210,38149.wav,148170,0,6,1,0,2,0,1,369488
210,81529.wav,260535,0,11,2,2,3,3,1,328528
111,25349.wav,94922,226,3,2,2,2,3,1,484176
231,73934.wav,243023,208,12,2,2,3,3,1,336720
230,73406.wav,241757,220,2,2,2,3,3,1,328528
220,78429.wav,251288,207,4,2,2,3,3,1,385872
216,76028.wav,246427,208,11,2,2,3,3,1,353104
230,42083.wav,161791,215,2,2,2,3,3,1,328528
226,29143.wav,111288,233,11,2,3,3,3,1,402256
216,57754.wav,204870,208,12,2,2,3,3,1,475984
210,67038.wav,228328,215,12,2,2,3,3,1,320336
216,74649.wav,244140,221,3,2,2,3,3,1,328528
226,17068.wav,67571,233,11,2,2,3,4,1,328528
231,87772.wav,272048,208,12,2,2,3,3,469209,1033040
226,31829.wav,125011,233,11,2,2,4,3,769233,1401680
220,35898.wav,137299,224,6,0,0,0,0,1,582480
111,17035.wav,67495,233,11,2,1,2,4,1,1074000
226,19395.wav,73351,228,11,2,3,3,4,1,680784
226,21774.wav,83636,233,11,2,2,3,3,1,336720
216,75500.wav,245692,208,12,2,2,3,3,1,320336
111,11103.wav,47105,0,11,2,2,3,3,161010,443216
211,78593.wav,251646,208,12,2,2,3,3,1,353104
230,54319.wav,196033,215,12,2,2,3,3,1,320336
210,60130.wav,210774,207,11,2,3,3,3,1,328528
226,37326.wav,144712,216,11,2,2,3,2,1,426832
231,51650.wav,187741,208,12,2,2,3,3,1,607056
228,20285.wav,76164,233,11,2,2,2,3,1,934736
226,27116.wav,101986,233,11,3,3,3,3,1,664400
216,61505.wav,213306,221,12,2,2,3,3,1,557904
111,33566.wav,130764,221,11,3,2,3,3,1,893776
230,67537.wav,229117,215,12,2,2,3,3,1,336720
231,50768.wav,185683,208,12,2,2,3,3,1,320336
210,89433.wav,275026,221,12,2,2,3,3,1,762704
228,30733.wav,121312,233,11,2,3,3,3,1,639824
210,42330.wav,162163,207,12,2,2,3,3,1,328528
230,77282.wav,248370,207,4,2,2,3,3,1,1278800
220,66722.wav,227745,207,11,2,2,3,3,1,328528
111,25294.wav,94461,228,11,2,2,3,3,1,320336
230,78131.wav,250491,207,12,2,2,3,3,1,1409872
230,66378.wav,227112,207,12,2,2,3,3,1,336720
230,74826.wav,244445,215,2,2,2,3,3,1,402256
210,66179.wav,226793,207,12,2,2,3,3,1,198195
230,66331.wav,227006,207,12,2,2,3,3,1,361296
220,73688.wav,242506,207,12,2,2,3,3,1,803664
230,65965.wav,226339,207,12,2,2,3,3,306207,910160
216,31792.wav,124968,233,11,2,2,2,3,173707,910160
231,53764.wav,195017,208,12,2,2,3,3,1,377680
231,43527.wav,166885,0,12,2,2,3,3,1,344912
111,9161.wav,40357,0,3,2,2,3,3,1,484176
220,79911.wav,255213,207,5,2,2,3,3,1,328528
210,82204.wav,261747,221,12,2,2,3,3,1,795472
226,13059.wav,56526,228,11,2,2,3,3,1,361296
228,22354.wav,85289,233,10,2,2,4,3,523237,1360720
231,47311.wav,175568,221,12,2,2,3,3,1,385872
230,60344.wav,211085,220,12,2,2,3,3,1,385872
230,78501.wav,251477,220,12,2,2,3,3,1,320336
210,76290.wav,246772,207,12,2,2,4,3,1,361296
230,86145.wav,269353,207,2,2,2,3,3,1,328528
216,61747.wav,213796,221,12,2,2,3,3,182815,529128
231,70159.wav,233891,208,12,2,2,3,3,1,500560
231,50030.wav,183748,221,12,2,2,3,3,1,385872
231,60359.wav,211105,221,2,2,2,3,3,1,377680
230,85142.wav,267314,221,9,2,2,3,3,1,336720
230,71516.wav,236444,220,5,2,2,3,3,1,467792
230,86098.wav,269300,221,12,2,2,3,3,1,951120
230,75190.wav,245102,215,2,2,2,3,3,1,320336
111,24794.wav,93373,226,11,2,2,3,3,1,713552
211,75859.wav,246210,208,12,2,2,3,3,1,418640
210,59379.wav,209235,215,12,2,2,3,3,1,320336
228,26174.wav,97567,233,10,2,1,2,3,1,353104
231,71390.wav,236162,208,12,2,2,3,3,1,353104
226,34647.wav,134149,233,11,2,2,3,3,1,132933
216,44133.wav,167912,221,12,2,2,3,3,1,336720
231,53022.wav,192287,208,12,2,2,3,3,1,369488
228,18774.wav,72188,233,11,2,2,3,3,1,435024
226,31745.wav,124908,233,10,2,2,3,4,1,516944
230,74533.wav,243943,207,11,2,2,3,4,1,328528
231,58408.wav,207573,208,12,2,2,3,3,1,353104
228,17953.wav,70010,233,11,2,2,3,4,1,1074000
211,77480.wav,248985,0,12,2,2,3,3,1,320336
226,26600.wav,98941,233,11,2,2,3,3,1,443216
230,50948.wav,186036,207,12,2,2,3,3,1,377680
231,76557.wav,247109,208,11,2,2,3,2,1,394064
211,61741.wav,213783,231,12,2,2,3,3,1,566096
230,58930.wav,208506,207,12,2,2,3,3,1,361296
226,34833.wav,134501,228,11,3,2,3,3,1,516944
228,20732.wav,77715,233,11,2,2,4,4,620912,918352
210,52063.wav,189762,207,12,2,2,3,3,1,328528
228,20534.wav,77202,233,11,2,2,4,3,1580834,2392912
211,61396.wav,213063,221,2,2,2,3,3,1,320336
228,20325.wav,76310,233,11,2,2,3,4,1,697168
230,68069.wav,230330,207,11,2,2,3,3,223237,336720
211,63085.wav,216810,208,12,2,2,3,3,1,336720
211,57459.wav,201649,221,12,2,2,3,3,1,328528
220,76340.wav,246833,207,12,2,2,3,3,1,336720
228,18210.wav,70393,233,11,2,2,2,3,1,549712
216,48727.wav,179429,208,11,3,2,3,2,1,336720
226,16271.wav,64730,233,11,2,2,3,3,1,1098576
230,84900.wav,266812,221,12,2,2,3,3,1,1000272
230,61973.wav,214259,207,12,2,2,4,3,1,353104
220,83175.wav,263468,208,7,2,2,3,3,1,443216
216,48896.wav,179806,208,12,2,2,3,3,1,410448
210,88817.wav,273919,221,2,2,2,3,3,1,328528
216,89892.wav,287851,0,11,2,2,3,3,1,328528
210,68631.wav,231447,215,12,2,2,3,3,1,336720
230,38095.wav,147803,0,6,2,0,3,0,1,353104
210,68117.wav,230403,0,12,2,2,3,3,1,992080
231,45750.wav,170890,208,12,2,1,3,2,1,705360
210,73464.wav,241855,207,9,2,2,3,3,1,328528
211,24380.wav,91543,205,6,2,2,4,3,1,557904
220,38263.wav,148730,0,6,3,0,3,0,1,885584
226,18757.wav,72092,233,11,3,2,3,3,1,435024
226,29523.wav,112833,233,12,2,2,3,3,1,459600
216,23979.wav,90146,226,6,3,2,4,4,507580,566096
216,41403.wav,159688,208,12,2,2,3,3,1,353104
230,72706.wav,239061,207,12,2,2,3,3,1,1360720
226,27201.wav,102744,216,11,2,1,3,4,1,385872
231,41761.wav,160367,221,12,2,2,3,3,1,320336
230,38214.wav,148404,0,6,2,0,3,0,1,828240
231,47336.wav,175609,208,12,2,2,3,3,1,443216
230,67623.wav,229242,220,12,2,2,3,3,1,1008464
210,70225.wav,233980,215,12,2,2,3,3,1,426832
226,19597.wav,73686,213,11,2,2,3,3,1,336720
231,76182.wav,246620,208,11,2,1,4,4,1,344912
211,55879.wav,198964,216,12,2,2,3,3,1,328528
220,51665.wav,187783,207,12,2,2,3,3,1,328528
228,18622.wav,71826,233,12,2,2,3,3,1,328528
216,64307.wav,221774,231,12,2,2,3,3,1,336720
211,32422.wav,126895,0,6,3,0,2,0,1,336720
220,78877.wav,252261,207,2,2,2,3,3,1,328528
211,52816.wav,191783,231,11,2,1,2,3,1,328528
220,38322.wav,148944,0,6,2,0,3,0,1,344912
220,63591.wav,219894,207,12,2,2,3,3,1,475984
210,69075.wav,232138,215,11,2,2,3,3,1,328528
231,88381.wav,273143,211,11,2,2,3,3,1,320336
226,33764.wav,131249,213,11,2,2,3,3,1,328528
220,78811.wav,252154,207,12,2,2,3,3,1,165750
216,63157.wav,216914,231,12,2,2,3,3,1,418640
228,18479.wav,71226,233,11,1,2,3,2,1,475984
230,38179.wav,148245,0,6,2,0,3,0,1,344912
211,56811.wav,200541,231,12,2,2,3,3,146867,582480
230,79752.wav,253952,207,12,2,2,3,3,1,688976
220,56214.wav,199532,207,12,2,2,3,3,1,220358
231,47731.wav,176605,208,12,2,2,3,3,1,435024
226,20804.wav,77928,233,11,2,2,3,4,1,451408
111,30801.wav,121440,228,11,2,3,3,3,1,410448
228,20138.wav,75681,233,11,2,2,4,3,1,410448
230,65737.wav,225974,207,12,2,2,3,3,1,525136
228,15835.wav,63936,233,11,3,2,3,3,1,320336
231,57974.wav,205686,221,12,2,2,3,3,1,598864
211,53405.wav,193067,208,12,2,2,3,3,1,328528
220,40697.wav,158420,207,12,2,2,3,3,1,328528
226,21128.wav,80036,233,3,2,1,4,3,1,525136
211,28575.wav,109661,0,6,1,0,3,0,1,328528
216,46874.wav,174383,231,12,2,2,3,3,1,353104
210,45573.wav,170568,207,2,2,2,3,3,1,385872
211,76767.wav,247506,208,3,2,2,3,3,1,361296
216,28558.wav,109594,228,6,3,2,4,3,1,377680
210,87497.wav,271617,230,2,2,2,3,3,1,320336
226,25613.wav,96097,233,12,2,2,3,3,1,418640
216,87224.wav,271214,221,12,2,2,3,3,1,320336
228,20911.wav,78498,233,11,2,2,3,3,1,951120
216,56744.wav,200444,208,12,2,2,3,3,1,394064
220,60686.wav,211698,207,2,2,2,3,3,1,426832
231,50306.wav,184537,208,12,2,2,3,3,1,336720
211,46437.wav,173073,221,12,2,2,3,3,1,688976
226,13013.wav,56410,233,11,2,2,3,3,2534149,2868048
228,17506.wav,68871,233,11,2,2,3,3,220806,500560
230,45458.wav,170328,0,12,2,2,3,3,1,328528
231,42864.wav,164271,208,11,2,2,3,2,1,336720
216,60292.wav,211036,231,12,2,2,3,3,1,91526
230,82416.wav,262158,221,12,2,2,3,3,1,320336
210,53083.wav,192414,230,12,2,2,3,3,1,320336
228,17851.wav,69856,233,10,2,2,3,3,1,770896
226,20425.wav,76672,228,12,2,2,3,3,1,377680
230,71902.wav,237368,207,12,2,2,3,3,1,639824
216,78203.wav,250670,0,12,2,2,3,3,1,443216
228,12686.wav,55321,213,11,2,2,4,4,1,1639248
211,87696.wav,271957,208,12,2,2,3,3,1,336720
230,60271.wav,211009,215,12,2,2,3,3,1,328528
216,53773.wav,195028,221,12,2,2,3,3,1,328528
111,8540.wav,37943,0,11,2,2,2,3,1,459600
226,15491.wav,63186,233,12,2,2,3,3,1,402057
216,57386.wav,201545,231,12,2,2,3,3,1,336720
211,58534.wav,207793,231,12,2,2,3,3,1,320336
216,69810.wav,233220,0,0,0,0,0,0,1,328528
226,30796.wav,121428,233,11,2,1,3,3,1,1098576
226,12673.wav,55237,233,11,2,2,3,2,1,820048
216,36334.wav,139985,221,11,2,2,2,3,1,623440
231,64265.wav,221710,211,11,2,2,3,3,1,328528
211,48722.wav,179419,221,12,2,2,3,3,1,328528
220,83287.wav,263649,208,12,2,2,3,3,1033755,1426256
230,67699.wav,229465,207,11,2,2,3,3,1,484176
226,26416.wav,98173,233,2,2,2,3,3,1,148644
220,83336.wav,263726,231,12,2,2,3,3,1,320336
230,65239.wav,224993,215,12,2,2,3,3,1,328528
111,21893.wav,83840,120,11,2,2,3,3,1,328528
226,25378.wav,95019,233,11,2,3,3,3,1,1540944
210,51810.wav,188741,207,12,2,2,3,3,1,394064
220,38119.wav,147983,0,6,2,0,3,0,1,623440
231,56635.wav,200288,221,2,2,2,3,3,1,385872
210,70381.wav,234382,207,3,2,2,3,3,1,361296
211,57595.wav,201880,221,11,2,2,3,3,1,328528
216,40508.wav,157745,221,9,2,2,3,3,1,377680
231,80048.wav,255931,208,11,2,2,3,3,1,426832
231,49164.wav,180912,221,12,2,2,3,3,1,320336
216,37421.wav,145063,228,4,2,2,2,3,417057,533328
230,37870.wav,146690,232,6,0,0,0,0,1,353104
226,28117.wav,108361,233,11,3,2,4,3,1,328528
211,67164.wav,228495,216,12,2,2,3,3,1,320336
226,37755.wav,146201,233,3,2,2,3,3,1,336720
231,45937.wav,171362,211,12,2,2,3,3,462792,746320
111,12048.wav,50999,0,11,2,1,3,2,1,320336
220,65259.wav,225078,215,12,2,2,3,3,1,336720
220,76289.wav,246771,215,12,2,2,3,3,1,328528
111,8179.wav,36398,0,6,2,2,3,3,1,361296
211,47145.wav,175113,221,12,2,2,3,3,1,402256
211,85015.wav,267121,208,12,2,2,3,3,1,336720
211,48266.wav,178061,208,12,2,2,3,3,1,328528
231,87121.wav,271087,208,12,2,2,3,3,1,320336
231,70247.wav,234015,208,12,2,2,3,3,1,557904
231,75898.wav,246251,208,12,2,2,3,3,1,320336
